commune,nom_rue,gestionaire,id_cycle,id_tronc,cumuld,cumulf,etat_revet,circulation,sdc_catego,type_renov,type_revet,typo_piste,largeur_am,note_globale,note_classe,vlm_indice,vlm_classe,deformation,note_arrachement,note_bordure_endommagee,note_deformation,note_faiencage,note_fissure_avec_deformation,note_fissure_longitudinale,note_fissure_longitudinale_grave,note_fissure_transversale,note_fissure_transversale_grave,note_joint,note_joint_avec_deformation,note_nid_de_poule
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0015,CYCL_0015_1,0,100,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,7.0,Moyen,6.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0015,CYCL_0015_1,100,200,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,6.0,Moyen,2.0,Mauvais,True,10.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0015,CYCL_0015_1,200,300,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,8.0,Moyen,6.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0015,CYCL_0015_1,300,400,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,8.0,Moyen,5.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0015,CYCL_0015_1,400,437,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,3.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,0,100,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,7.0,Moyen,3.0,Moyen,True,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,100,200,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,7.0,Moyen,4.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,200,300,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,6.0,Moyen,5.0,Moyen,True,10.0,10.0,8.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,300,400,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,8.0,Moyen,2.0,Mauvais,False,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,400,500,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,5.0,Moyen,1.0,Mauvais,False,10.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0
COIGNIERES,BOULEVARD DES ARPENTS - D13,SQY - SEVOA,CYCL_0018,CYCL_0018_1,500,549,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,8.0,Moyen,2.0,Mauvais,False,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0019,CYCL_0019_1,0,100,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0019,CYCL_0019_1,100,200,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0019,CYCL_0019_1,200,243,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0021,CYCL_0021_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.0,9.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0021,CYCL_0021_1,100,145,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MAUREPAS,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0022,CYCL_0022_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissement accotement,Enrobé,VOIE VERTE BIDIRECTIONNELLE,1.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MAUREPAS,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0022,CYCL_0022_1,100,198,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissement accotement,Enrobé,VOIE VERTE BIDIRECTIONNELLE,1.5,5.0,Moyen,3.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,0,100,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,6.0,Moyen,3.0,Moyen,False,10.0,10.0,9.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,100,200,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,6.0,Moyen,5.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,200,300,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,7.0,Moyen,8.0,Bon,True,10.0,10.0,9.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,300,400,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,8.0,Moyen,9.0,Bon,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,400,500,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,7.0,Moyen,6.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,500,600,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,7.0,Moyen,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0023,CYCL_0023_1,600,701,MAUVAIS,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,6.0,Moyen,6.0,Moyen,True,10.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,PLACE DU 8 MAI 1945,SQY - SEVOA,CYCL_0025,CYCL_0025_1,0,95,MOYEN P2,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0026,CYCL_0026_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.5,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0026,CYCL_0026_1,100,200,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.5,8.0,Moyen,10.0,Bon,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0026,CYCL_0026_1,200,300,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.5,8.0,Moyen,10.0,Bon,True,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0026,CYCL_0026_1,300,346,BON,BIDIRECTIONNELLE,SECONDAIRE,Elargissem. accotement+pièton,Enrobé,PISTE BIDIRECTIONNELLE,2.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,LAUBACH (ROND-POINT DE),SQY - SEVOA,CYCL_0027,CYCL_0027_1,0,14,MOYEN,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0028,CYCL_0028_1,0,100,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0028,CYCL_0028_1,100,200,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0028,CYCL_0028_1,200,300,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0028,CYCL_0028_1,300,400,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,AVENUE MARCEL DASSAULT - D912),SQY - SEVOA,CYCL_0028,CYCL_0028_1,400,462,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,VOIE VERTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ALLEE DU 19 MARS 1962,SQY - SEVOA,CYCL_0029,CYCL_0029_1,0,100,MOYEN P1,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,6.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ALLEE DU 19 MARS 1962,SQY - SEVOA,CYCL_0029,CYCL_0029_1,100,183,MOYEN P1,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,GREGORY (AVENUE BERNARD ),SQY - SEVOA,CYCL_0030,CYCL_0030_1,0,100,MAUVAIS,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,5.0,Moyen,2.0,Mauvais,True,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0
ELANCOURT,GREGORY (AVENUE BERNARD ),SQY - SEVOA,CYCL_0030,CYCL_0030_1,100,209,MAUVAIS,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,7.0,Moyen,6.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,MALRAUX (BOULEVARD ANDRE),SQY - SEVOA,CYCL_0031,CYCL_0031_1,0,100,MOYEN P3,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MALRAUX (BOULEVARD ANDRE),SQY - SEVOA,CYCL_0031,CYCL_0031_1,100,200,MOYEN P3,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,9.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MALRAUX (BOULEVARD ANDRE),SQY - SEVOA,CYCL_0031,CYCL_0031_1,200,300,MOYEN P3,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MALRAUX (BOULEVARD ANDRE),SQY - SEVOA,CYCL_0031,CYCL_0031_1,300,400,MOYEN P3,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MALRAUX (BOULEVARD ANDRE),SQY - SEVOA,CYCL_0031,CYCL_0031_1,400,463,MOYEN P3,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,Rue de la Haie à Sorel,SQY - SEVOA,CYCL_0033,CYCL_0033_1,0,100,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,4.0,Mauvais,5.0,Moyen,True,10.0,10.0,5.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,Rue de la Haie à Sorel,SQY - SEVOA,CYCL_0033,CYCL_0033_1,100,218,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,7.0,Moyen,6.0,Moyen,True,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,GANDOUGET (ROND-POINT DU),SQY - SEVOA,CYCL_0034,CYCL_0034_1,0,27,BON,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,2.5,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0
MAUREPAS,ALLEE DU 19 MARS 1962,SQY - SEVOA,CYCL_0036,CYCL_0036_1,0,100,MOYEN P3,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,10.0,Bon,8.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MAUREPAS,ALLEE DU 19 MARS 1962,SQY - SEVOA,CYCL_0036,CYCL_0036_1,100,200,MOYEN P3,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,8.0,Moyen,7.0,Moyen,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MAUREPAS,ALLEE DU 19 MARS 1962,SQY - SEVOA,CYCL_0036,CYCL_0036_1,200,251,MOYEN P3,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,3.0,9.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0
ELANCOURT,Rue de la Haie à Sorel,SQY - SEVOA,CYCL_0038,CYCL_0038_1,0,100,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,5.0,Moyen,6.0,Moyen,True,10.0,10.0,6.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,Rue de la Haie à Sorel,SQY - SEVOA,CYCL_0038,CYCL_0038_1,100,200,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,5.0,Moyen,7.0,Moyen,True,10.0,10.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,Rue de la Haie à Sorel,SQY - SEVOA,CYCL_0038,CYCL_0038_1,200,223,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0043,CYCL_0043_1,0,80,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,4.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0044,CYCL_0044_1,0,100,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.8,9.0,Bon,6.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0044,CYCL_0044_1,100,200,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.8,10.0,Bon,3.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0044,CYCL_0044_1,200,257,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.8,9.0,Bon,2.0,Mauvais,False,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,CHEMIN DE LA COUDRIETTE,SQY - SEVOA,CYCL_0045,CYCL_0045_1,0,100,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,1.8,10.0,Bon,6.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,CHEMIN DE LA COUDRIETTE,SQY - SEVOA,CYCL_0045,CYCL_0045_1,100,171,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,1.8,9.0,Bon,5.0,Moyen,False,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0047,CYCL_0047_1,0,67,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,Sente Inconnue M,SQY - SEVOA,CYCL_0048,CYCL_0048_1,0,43,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0049,CYCL_0049_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,9.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0049,CYCL_0049_1,100,200,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0049,CYCL_0049_1,200,290,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,9.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,GREGORY (AVENUE BERNARD ),SQY - SEVOA,CYCL_0050,CYCL_0050_1,0,100,MAUVAIS,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,GREGORY (AVENUE BERNARD ),SQY - SEVOA,CYCL_0050,CYCL_0050_1,100,200,MAUVAIS,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,GREGORY (AVENUE BERNARD ),SQY - SEVOA,CYCL_0050,CYCL_0050_1,200,276,MAUVAIS,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0051,CYCL_0051_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0051,CYCL_0051_1,100,187,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.0,9.0,Bon,10.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0052,CYCL_0052_1,0,100,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0052,CYCL_0052_1,100,139,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,6.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_0063,CYCL_0063_1,0,77,,BIDIRECTIONNELLE,SECONDAIRE,,Béton,PISTE BIDIRECTIONNELLE,2.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,ROUTE DE DAMPIERRE,SQY - SEVOA,CYCL_0074,CYCL_0074_1,0,90,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.7,10.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,VILLEDIEU (AVENUE DE LA),SQY - SEVOA,CYCL_0079,CYCL_0079_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,7.0,Moyen,4.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0
